Year	District ID	Name of district	Title of respondent	Type of school	 Number of Male teachers	Number of female teachers	 Number of teacher's who provide special needs education	Total Number of Teachers	Number of Absent Teachers	Present Teachers
2011	407	Kibaale	Head teacher	Day	4.0	3.0		7.0		
2011	407	Kibaale	Deputy headteacher	Day	4.0	1.0	0.0	5.0	24.0	-19.0
2011	407	Kibaale	Head teacher	Day	5.0		1.0	6.0	19.0	-13.0
2011	407	Kibaale	Head teacher	Day	7.0	1.0	1.0	9.0	16.0	-7.0
2011	407	Kibaale	Head teacher	Day	6.0	1.0	0.0	7.0	4.0	3.0
2011	407	Kibaale	Head teacher	Day	7.0	2.0		9.0		
2011	407	Kibaale	Head teacher	Day	3.0	4.0	7.0	14.0		
2011	407	Kibaale	Head teacher	Day	8.0	2.0		10.0		
2011	407	Kibaale	Head teacher	Day	5.0	3.0	1.0	9.0	9.0	0.0
2011	407	Kibaale	Head teacher	Day	9.0	2.0		11.0		
2011	407	Kibaale	Head teacher	Day	3.0		1.0	4.0		
2011	407	Kibaale	Head teacher	Day	3.0	4.0		7.0		
2011	407	Kibaale	Deputy headteacher	Day	8.0	4.0	0.0	12.0	0.0	12.0
2011	407	Kibaale	Head teacher	Day	6.0	2.0	0.0	8.0		
2011	407	Kibaale	Senior teacher	Day	8.0	1.0	1.0	10.0		
2011	407	Kibaale	Head teacher	Day	6.0	2.0	0.0	8.0	28.0	-20.0
2011	407	Kibaale	Deputy headteacher	Day	7.0	1.0	1.0	9.0	8.0	1.0
2011	408	Kisoro	Head teacher	Day	8.0	2.0		10.0	4.0	6.0
2011	408	Kisoro	Head teacher	Day	9.0	3.0		12.0		
2011	408	Kisoro	Head teacher	Day	5.0	5.0		10.0		
2011	408	Kisoro	Deputy headteacher	Day	9.0	7.0		16.0	17.0	-1.0
2011	408	Kisoro	Head teacher	Day	13.0	1.0	0.0	14.0	5.0	9.0
2011	408	Kisoro	Head teacher	Day	15.0	2.0		17.0		
2011	408	Kisoro	Head teacher	Day	9.0	7.0		16.0		
2011	408	Kisoro	Deputy headteacher	Day	5.0	1.0		6.0		
2011	408	Kisoro	Head teacher	Day	11.0	9.0	0.0	20.0	6.0	14.0
2011	408	Kisoro	Head teacher	Day	11.0	4.0	0.0	15.0	6.0	9.0
2011	408	Kisoro	Head teacher	Day	7.0	2.0		9.0		
2011	408	Kisoro	Head teacher	Day	29.0	3.0		32.0		
2011	408	Kisoro	Head teacher	Day	7.0	1.0		8.0		
2011	408	Kisoro			11.0	3.0		14.0		
2011	408	Kisoro	Deputy headteacher	Day	10.0	0.0	0.0	10.0	12.0	-2.0
2011	408	Kisoro	Head teacher	Day	7.0	1.0	0.0	8.0		
2011	408	Kisoro	Head teacher	Day	9.0	9.0		18.0		
2011	408	Kisoro	Head teacher	Day	7.0	4.0		11.0		
2011	408	Kisoro	Head teacher	Day	14.0	7.0	1.0	22.0		
2011	408	Kisoro	Head teacher	Day	6.0	6.0		12.0		
2011	408	Kisoro	Head teacher	Day	11.0	7.0	0.0	18.0	16.0	2.0
2011	408	Kisoro	Head teacher	Day	7.0	2.0		9.0	11.0	-2.0
2011	408	Kisoro	Head teacher	Day	12.0	6.0		18.0		
2011	408	Kisoro	Head teacher	Day	3.0	4.0		7.0		
2011	408	Kisoro	Head teacher	Day	13.0	2.0	0.0	15.0		
2011	408	Kisoro	Head teacher	Day	5.0	5.0		10.0		
2011	408	Kisoro	Head teacher	Day	8.0	6.0	0.0	14.0	23.0	-9.0
2011	408	Kisoro	Head teacher	Day	9.0	1.0		10.0		
2011	408	Kisoro	Deputy headteacher	Day	11.0	12.0		23.0		
2011	409	Masindi	Head teacher	Day	10.0	2.0	1.0	13.0		
2011	409	Masindi	Head teacher	Day	5.0	3.0	0.0	8.0	5.0	3.0
2011	409	Masindi	Deputy headteacher	Day	3.0	5.0		8.0		
2011	409	Masindi	Head teacher	Day	3.0	5.0	1.0	9.0		
2011	409	Masindi	Head teacher	Day	8.0	7.0	1.0	16.0		
2011	409	Masindi	Deputy headteacher	Day	4.0	17.0	1.0	22.0		
2011	409	Masindi	Head teacher	Day	7.0	14.0	1.0	22.0		
2011	409	Masindi	Head teacher	Day	5.0	7.0	1.0	13.0		
2011	409	Masindi	Head teacher	Day	9.0	8.0		17.0		
2011	409	Masindi	Deputy headteacher	Day	9.0	1.0		10.0	6.0	4.0
2011	409	Masindi	Head teacher	Day	5.0	7.0	3.0	15.0	5.0	10.0
2011	409	Masindi	Head teacher	Day	4.0	5.0	5.0	14.0		
2011	409	Masindi	Deputy headteacher	Day	14.0	8.0	2.0	24.0		
2011	409	Masindi	Deputy headteacher	Day	8.0	3.0		11.0		
2011	409	Masindi		Day	11.0	9.0	2.0	22.0		
2011	409	Masindi	Head teacher	Day	9.0	8.0	2.0	19.0	80.0	-61.0
2011	409	Masindi	Head teacher	Day	6.0	5.0	1.0	12.0		
2011	409	Masindi	Head teacher	Day	12.0	2.0	1.0	15.0		
2011	409	Masindi	Head teacher	Day	3.0	2.0		5.0		
2011	409	Masindi	Head teacher	Day	5.0	6.0	2.0	13.0		
2011	409	Masindi	Head teacher	Day	2.0	8.0		10.0		
2011	409	Masindi	Deputy headteacher	Day	6.0	3.0	1.0	10.0	45.0	-35.0
2011	409	Masindi	Deputy headteacher	Day	5.0	4.0	2.0	11.0		
2011	409	Masindi	Deputy headteacher	Day	9.0	2.0	1.0	12.0		
2011	409	Masindi	Deputy headteacher	Day	1.0	10.0	11.0	22.0	14.0	8.0
2011	409	Masindi	Head teacher	Day	8.0	4.0	2.0	14.0	11.0	3.0
2011	409	Masindi	Head teacher	Day	7.0	2.0	10.0	19.0		
2011	410	Mbarara	Deputy headteacher	Day	4.0	6.0		10.0		
2011	410	Mbarara	Head teacher	Day	4.0	4.0		8.0		
2011	410	Mbarara	Deputy headteacher	Day	6.0	8.0		14.0		
2011	410	Mbarara	Head teacher	Day	7.0	4.0	0.0	11.0	1.0	10.0
2011	410	Mbarara	Head teacher	Day	7.0	2.0	0.0	9.0	3.0	6.0
2011	410	Mbarara	Head teacher	Day	7.0	3.0		10.0		
2011	410	Mbarara	Head teacher	Day	2.0	8.0		10.0		
2011	410	Mbarara	Head teacher	Day	2.0	8.0		10.0		
2011	410	Mbarara	Deputy headteacher	Both	28.0	35.0	1.0	64.0		
2011	410	Mbarara	Head teacher	Day	4.0	6.0	0.0	10.0		
2011	410	Mbarara	Head teacher	Both	14.0	16.0		30.0		
2011	410	Mbarara	Deputy headteacher	Both	5.0	7.0		12.0		
2011	410	Mbarara	Deputy headteacher	Both	4.0	11.0	1.0	16.0		
2011	410	Mbarara	Head teacher	Day	2.0	5.0		7.0		
2011	410	Mbarara	Head teacher	Day	6.0	2.0	8.0	16.0		
2011	410	Mbarara	Head teacher	Day	7.0	5.0		12.0		
2011	410	Mbarara	Head teacher	Day	10.0	6.0	5.0	21.0		
2011	410	Mbarara	Head teacher	Both	4.0	9.0		13.0		
2011	410	Mbarara	Head teacher	Day	5.0	4.0	0.0	9.0	1.0	8.0
2011	410	Mbarara	Head teacher	Day	3.0	6.0		9.0		
2011	410	Mbarara	Head teacher	Day	3.0	8.0	1.0	12.0		
2011	410	Mbarara	Deputy headteacher	Both	3.0	11.0		14.0		
2011	410	Mbarara	Deputy headteacher	Day	5.0	3.0	0.0	8.0	6.0	2.0
2011	410	Mbarara	Head teacher	Day	2.0	12.0		14.0		
2011	410	Mbarara	Head teacher	Day	5.0	3.0		8.0		
2011	410	Mbarara	Deputy headteacher	Day	3.0	6.0	0.0	9.0	1.0	8.0
2011	410	Mbarara	Head teacher	Day	5.0	6.0		11.0		
2011	410	Mbarara	Head teacher	Day	5.0	3.0	0.0	8.0	5.0	3.0
2011	410	Mbarara	Head teacher	Day	5.0	6.0	2.0	13.0		
2011	410	Mbarara	Deputy headteacher	Day	5.0	4.0		9.0		
2011	411	Ntungamo	Head teacher	Day	8.0	3.0	0.0	11.0	7.0	4.0
2011	411	Ntungamo	Head teacher	Day	5.0	6.0		11.0		
2011	411	Ntungamo	Head teacher	Day	6.0	4.0	1.0	11.0		
2011	411	Ntungamo	Senior teacher	Day	7.0	3.0		10.0		
2011	411	Ntungamo	Head teacher	Day	5.0	4.0		9.0		
2011	411	Ntungamo	Head teacher	Day	5.0	4.0	0.0	9.0	5.0	4.0
2011	411	Ntungamo	Head teacher	Day	10.0	3.0	0.0	13.0	1.0	12.0
2011	411	Ntungamo	Deputy headteacher	Day	6.0	3.0		9.0		
2011	411	Ntungamo	Head teacher	Day	7.0	4.0	0.0	11.0		
2011	411	Ntungamo	Head teacher	Day	5.0	5.0	1.0	11.0		
2011	411	Ntungamo	Head teacher	Day	4.0	8.0		12.0		
2011	411	Ntungamo	Head teacher	Day	7.0	1.0	0.0	8.0	1.0	7.0
2011	411	Ntungamo	Head teacher	Day	9.0	4.0		13.0		
2011	411	Ntungamo	Head teacher	Day	4.0	6.0		10.0		
2011	411	Ntungamo	Head teacher	Day	5.0	1.0	0.0	6.0	7.0	-1.0
2011	411	Ntungamo	Head teacher	Day	2.0	3.0	0.0	5.0	0.0	5.0
2011	411	Ntungamo	Deputy headteacher	Day	3.0	3.0		6.0		
2011	411	Ntungamo	Head teacher	Day	6.0	1.0	1.0	8.0	5.0	3.0
2011	411	Ntungamo	Head teacher	Day	4.0	2.0	0.0	6.0		
2011	411	Ntungamo	Head teacher	Day	2.0			2.0		
2011	411	Ntungamo	Deputy headteacher	Day	2.0	4.0	0.0	6.0	0.0	6.0
2011	411	Ntungamo	Head teacher	Day	5.0		1.0	6.0	0.0	6.0
2011	411	Ntungamo	Head teacher	Day	4.0	0.0		4.0		
2011	411	Ntungamo	Head teacher	Day	5.0	6.0	1.0	12.0		
2011	412	Rukungiri	Head teacher	Day	5.0	4.0	0.0	9.0	6.0	3.0
2011	412	Rukungiri	Head teacher	Day	12.0	1.0		13.0		
2011	412	Rukungiri	Head teacher	Day	6.0	3.0		9.0		
2011	412	Rukungiri	Deputy headteacher	Day	6.0	9.0		15.0		
2011	412	Rukungiri	Deputy headteacher	Day	4.0	4.0		8.0		
2011	412	Rukungiri	Senior teacher	Day	7.0	3.0	0.0	10.0	9.0	1.0
2011	412	Rukungiri	Head teacher	Day	6.0	7.0		13.0		
2011	412	Rukungiri	Head teacher	Day	8.0	5.0		13.0		
2011	412	Rukungiri	Deputy headteacher	Day	9.0	1.0		10.0		
2011	412	Rukungiri	Head teacher	Day	7.0	3.0		10.0		
2011	412	Rukungiri	Head teacher	Day	3.0	11.0		14.0		
2011	412	Rukungiri	Deputy headteacher	Day	3.0	9.0		12.0		
2011	412	Rukungiri	Head teacher	Day	4.0	4.0	1.0	9.0		
2011	412	Rukungiri	Head teacher	Day	4.0	7.0	0.0	11.0	5.0	6.0
2011	412	Rukungiri	Head teacher	Both	12.0	3.0		15.0		
2011	412	Rukungiri	Head teacher	Day	5.0	6.0		11.0		
2011	412	Rukungiri	Head teacher	Day	5.0	8.0		13.0		
2011	412	Rukungiri	Head teacher	Day	6.0	9.0		15.0		
2011	412	Rukungiri	Head teacher	Day	5.0	8.0	3.0	16.0		
2011	412	Rukungiri	Head teacher	Day	6.0	1.0		7.0		
2011	412	Rukungiri	Head teacher	Day	6.0		0.0	6.0		
2011	412	Rukungiri	Deputy headteacher	Day	5.0	5.0		10.0		
2011	412	Rukungiri	Senior teacher	Day	7.0	4.0		11.0		
2011	412	Rukungiri	Deputy headteacher	Day	4.0	7.0		11.0		
2011	412	Rukungiri	Head teacher	Day	2.0	4.0		6.0		
2011	412	Rukungiri	Senior teacher	Day	6.0	3.0		9.0		
2011	412	Rukungiri	Head teacher	Day	9.0	4.0		13.0		
2011	412	Rukungiri	Head teacher	Day	7.0			7.0		
2011	413	Kamwenge	Head teacher	Day	7.0	3.0		10.0		
2011	413	Kamwenge	Senior teacher	Day	12.0	3.0	2.0	17.0		
2011	413	Kamwenge	Deputy headteacher	Day	8.0	3.0		11.0		
2011	413	Kamwenge	Deputy headteacher	Day	10.0	1.0		11.0		
2011	413	Kamwenge	Head teacher	Day	12.0	1.0		13.0		
2011	413	Kamwenge	Deputy headteacher	Day	6.0	1.0	0.0	7.0	5.0	2.0
2011	413	Kamwenge	Head teacher	Day	8.0	1.0	0.0	9.0		
2011	413	Kamwenge	Senior teacher	Day	7.0	2.0		9.0		
2011	413	Kamwenge	Deputy headteacher	Day	8.0	1.0		9.0		
2011	413	Kamwenge	Head teacher	Day	6.0	4.0		10.0		
2011	413	Kamwenge	Deputy headteacher	Day	6.0	1.0		7.0		
2011	413	Kamwenge	Head teacher	Day	10.0	3.0	1.0	14.0		
2011	413	Kamwenge	Head teacher	Day	6.0	4.0		10.0		
2011	413	Kamwenge	Senior teacher	Day	7.0	4.0		11.0		
2011	413	Kamwenge	Head teacher	Day	3.0	3.0	0.0	6.0		
2011	413	Kamwenge	Deputy headteacher	Day	8.0	2.0	0.0	10.0	7.0	3.0
2011	413	Kamwenge	Head teacher	Day	8.0	4.0	1.0	13.0		
2011	413	Kamwenge	Deputy headteacher	Day	5.0	3.0	1.0	9.0		
2011	413	Kamwenge	Head teacher	Day	3.0	1.0		4.0		
2011	413	Kamwenge	Head teacher	Day	5.0	2.0		7.0		
2011	413	Kamwenge	Head teacher	Day	9.0	1.0	0.0	10.0	1.0	9.0
2011	413	Kamwenge	Head teacher	Day	4.0	3.0	1.0	8.0		
2011	413	Kamwenge	Deputy headteacher	Day	5.0	2.0		7.0		
2011	413	Kamwenge	Deputy headteacher	Day	9.0	2.0		11.0		
2011	413	Kamwenge	Head teacher	Day	3.0	3.0	0.0	6.0		
2011	413	Kamwenge	Deputy headteacher	Day	5.0	4.0	0.0	9.0	0.0	9.0
2011	413	Kamwenge	Head teacher	Day	8.0	5.0	0.0	13.0	6.0	7.0
2011	414	Kanungu	Head teacher	Day	8.0	3.0		11.0		
2011	414	Kanungu	Head teacher	Day	7.0	4.0		11.0		
2011	414	Kanungu	Head teacher	Day	7.0	3.0		10.0		
2011	414	Kanungu	Head teacher	Day	5.0	4.0		9.0		
2011	414	Kanungu	Head teacher	Day	5.0	1.0		6.0		
2011	414	Kanungu	Head teacher	Day	3.0	2.0		5.0		
2011	414	Kanungu	Head teacher	Day	7.0	5.0		12.0		
2011	414	Kanungu	Head teacher	Day	7.0	4.0	2.0	13.0		
2011	414	Kanungu	Deputy headteacher	Day	6.0	1.0		7.0		
2011	414	Kanungu	Head teacher	Day	6.0	1.0		7.0		
2011	414	Kanungu	Head teacher	Day	2.0	1.0		3.0		
2011	414	Kanungu	Deputy headteacher	Day	6.0	1.0		7.0		
2011	414	Kanungu	Head teacher	Day	8.0	4.0		12.0		
2011	414	Kanungu	Deputy headteacher	Day	4.0	6.0		10.0		
2011	414	Kanungu	Head teacher	Day	4.0	6.0		10.0		
2011	414	Kanungu	Deputy headteacher	Day	5.0	5.0	1.0	11.0		
2011	414	Kanungu	Head teacher	Day	9.0	8.0	1.0	18.0		
2011	414	Kanungu	Head teacher	Day	7.0	5.0		12.0		
2011	414	Kanungu	Head teacher	Day	9.0	5.0		14.0		
2011	414	Kanungu	Head teacher	Day	7.0	3.0		10.0		
2011	414	Kanungu	Deputy headteacher	Day	4.0	0.0	0.0	4.0	1.0	3.0
2011	414	Kanungu	Head teacher	Day	8.0	3.0		11.0		
2011	414	Kanungu	Deputy headteacher	Day	10.0	1.0		11.0		
2011	414	Kanungu	Head teacher	Day	7.0	3.0	0.0	10.0	2.0	8.0
2011	414	Kanungu	Head teacher	Day	8.0	1.0		9.0		
2011	414	Kanungu	Head teacher	Day	9.0	1.0		10.0		
2011	414	Kanungu	Head teacher	Day	8.0			8.0		
2011	414	Kanungu	Head teacher	Day	5.0	1.0		6.0		
2011	415	Kyenjojo	Head teacher	Day	6.0	1.0		7.0		
2011	415	Kyenjojo	Deputy headteacher	Day	6.0	2.0	1.0	9.0	6.0	3.0
2011	415	Kyenjojo	Deputy headteacher	Day	3.0	7.0	2.0	12.0		
2011	415	Kyenjojo	Head teacher	Day	8.0	3.0	2.0	13.0	10.0	3.0
2011	415	Kyenjojo	Head teacher	Day	4.0	6.0	0.0	10.0	11.0	-1.0
2011	415	Kyenjojo	Head teacher	Day	3.0	9.0	2.0	14.0		
2011	415	Kyenjojo	Head teacher	Day	6.0	3.0	9.0	18.0	12.0	6.0
2011	415	Kyenjojo		Day	5.0	2.0		7.0		
2011	415	Kyenjojo	Deputy headteacher	Day	9.0	5.0	3.0	17.0		
2011	415	Kyenjojo	Head teacher	Day	3.0	4.0	1.0	8.0	35.0	-27.0
2011	415	Kyenjojo		Day	8.0	2.0	2.0	12.0		
2011	415	Kyenjojo	Head teacher	Day	7.0	7.0	0.0	14.0	5.0	9.0
2011	415	Kyenjojo			8.0	1.0	1.0	10.0		
2011	415	Kyenjojo	Head teacher	Day	4.0	8.0	2.0	14.0		
2011	415	Kyenjojo	Senior teacher	Day	5.0	4.0	1.0	10.0	8.0	2.0
2011	415	Kyenjojo	Deputy headteacher	Day	5.0	3.0		8.0		
2011	415	Kyenjojo	Deputy headteacher	Day	6.0	3.0	2.0	11.0		
2011	415	Kyenjojo	Head teacher	Day	4.0	12.0	2.0	18.0	10.0	8.0
2011	415	Kyenjojo	Senior teacher	Day	7.0	2.0	2.0	11.0		
2011	415	Kyenjojo	Head teacher	Day	8.0	2.0		10.0		
2011	415	Kyenjojo		Day	11.0	5.0	0.0	16.0	13.0	3.0
2011	415	Kyenjojo	Deputy headteacher	Day	6.0	2.0		8.0		
2011	415	Kyenjojo	Deputy headteacher	Day	4.0	9.0	5.0	18.0		
2011	415	Kyenjojo	Head teacher	Day	6.0	6.0		12.0		
2011	415	Kyenjojo	Head teacher	Day	3.0	0.0		3.0		
2011	415	Kyenjojo	Head teacher	Day	6.0	2.0		8.0		
2011	415	Kyenjojo	Head teacher	Day	8.0	4.0	0.0	12.0	6.0	6.0
2011	415	Kyenjojo	Head teacher	Day	28.0	16.0		44.0	16.0	28.0
2011	415	Kyenjojo	Head teacher	Day	6.0		6.0	12.0	13.0	-1.0
2011	416	Buliisa	Deputy headteacher	Day	8.0	7.0	2.0	17.0	17.0	0.0
2011	416	Buliisa	Deputy headteacher	Day	7.0	6.0	1.0	14.0	10.0	4.0
2011	416	Buliisa	Deputy headteacher	Day	10.0	6.0	1.0	17.0	24.0	-7.0
2011	416	Buliisa	Head teacher	Day	8.0	3.0	1.0	12.0	25.0	-13.0
2011	416	Buliisa	Head teacher	Day	9.0	6.0		15.0	27.0	-12.0
2011	416	Buliisa	Deputy headteacher	Day	7.0	6.0	2.0	15.0		
2011	416	Buliisa	Head teacher	Day	4.0	3.0		7.0		
2011	416	Buliisa	Deputy headteacher	Day	10.0	8.0	7.0	25.0	24.0	1.0
2011	416	Buliisa	Head teacher	Day	6.0	3.0	1.0	10.0		
2011	416	Buliisa	Head teacher	Day	13.0	2.0	2.0	17.0		
2011	416	Buliisa	Head teacher	Day	5.0	2.0	1.0	8.0		
2011	416	Buliisa	Head teacher	Day	15.0	4.0		19.0		
2011	416	Buliisa	Deputy headteacher	Day	14.0	4.0	2.0	20.0		
2011	416	Buliisa	Head teacher	Day	10.0	2.0	1.0	13.0		
2011	416	Buliisa	Senior teacher	Day	7.0	1.0	3.0	11.0		
2011	416	Buliisa	Senior teacher	Day	9.0	6.0	1.0	16.0	20.0	-4.0
2011	416	Buliisa	Deputy headteacher	Day	8.0	2.0	1.0	11.0		
2011	416	Buliisa	Deputy headteacher	Day	10.0	7.0	1.0	18.0		
2011	416	Buliisa	Head teacher	Day	10.0	5.0	1.0	16.0	27.0	-11.0
2011	416	Buliisa	Deputy headteacher	Day	7.0	2.0	1.0	10.0	39.0	-29.0
2011	416	Buliisa	Head teacher	Day	11.0	2.0	2.0	15.0		
2011	416	Buliisa		Day	9.0	2.0		11.0		
2011	417	Ibanda	Senior teacher	Day	6.0	2.0		8.0	5.0	3.0
2011	417	Ibanda	Head teacher	Day	7.0	2.0	0.0	9.0	3.0	6.0
2011	417	Ibanda	Deputy headteacher	Day	4.0	3.0		7.0		
2011	417	Ibanda	Head teacher	Day	7.0	6.0		13.0	10.0	3.0
2011	417	Ibanda	Head teacher	Day	2.0	6.0		8.0		
2011	417	Ibanda	Head teacher	Day	9.0	11.0	0.0	20.0	10.0	10.0
2011	417	Ibanda	Head teacher		8.0	10.0		18.0		
2011	417	Ibanda	Head teacher	Day	8.0	9.0		17.0		
2011	417	Ibanda	Head teacher	Day	3.0	11.0		14.0		
2011	417	Ibanda	Deputy headteacher	Day	5.0	3.0	0.0	8.0	7.0	1.0
2011	417	Ibanda	Head teacher	Day	7.0	2.0	9.0	18.0		
2011	417	Ibanda	Head teacher	Day	3.0	3.0	0.0	6.0		
2011	417	Ibanda	Head teacher	Day	7.0	1.0		8.0		
2011	417	Ibanda	Head teacher	Day	5.0	3.0		8.0		
2011	417	Ibanda	Head teacher	Day	17.0	3.0		20.0		
2011	417	Ibanda	Head teacher	Day	9.0	1.0		10.0		
2011	417	Ibanda	Head teacher	Day	9.0	2.0		11.0		
2011	417	Ibanda	Deputy headteacher	Day	9.0	3.0		12.0		
2011	417	Ibanda	Deputy headteacher	Day	7.0	4.0	0.0	11.0	11.0	0.0
2011	417	Ibanda	Head teacher	Day	5.0	4.0	0.0	9.0	17.0	-8.0
2011	417	Ibanda	Head teacher	Day	5.0	5.0	2.0	12.0		
2011	417	Ibanda	Head teacher	Both	6.0	7.0		13.0		
2011	417	Ibanda	Senior teacher	Day	9.0	5.0		14.0		
2011	417	Ibanda	Deputy headteacher	Day	4.0	2.0	6.0	12.0		
2011	417	Ibanda	Head teacher	Day	9.0	2.0		11.0		
2011	417	Ibanda	Deputy headteacher	Day	9.0	3.0		12.0		
2011	417	Ibanda	Head teacher	Day	8.0	3.0		11.0		
2011	417	Ibanda	Head teacher	Day	8.0	1.0	0.0	9.0	5.0	4.0
2011	418	Isingiro	Head teacher	Day	9.0	6.0	1.0	16.0		
2011	418	Isingiro	Head teacher	Day	3.0	4.0		7.0		
2011	418	Isingiro	Head teacher	Day	2.0	3.0	0.0	5.0	2.0	3.0
2011	418	Isingiro	Head teacher	Day	7.0	2.0	0.0	9.0	6.0	3.0
2011	418	Isingiro	Head teacher	Day	4.0	6.0		10.0		
2011	418	Isingiro	Head teacher	Day	5.0	3.0		8.0		
2011	418	Isingiro	Head teacher	Day	4.0	4.0		8.0		
2011	418	Isingiro	Deputy headteacher	Day	2.0	3.0		5.0		
2011	418	Isingiro	Deputy headteacher	Day	6.0	1.0		7.0		
2011	418	Isingiro	Head teacher	Day	6.0	2.0		8.0	6.0	2.0
2011	418	Isingiro	Head teacher	Day	5.0	3.0		8.0		
2011	418	Isingiro	Head teacher	Day	9.0	8.0	3.0	20.0	12.0	8.0
2011	418	Isingiro	Deputy headteacher	Day	12.0	1.0		13.0		
2011	418	Isingiro	Head teacher	Day	6.0	2.0		8.0		
2011	418	Isingiro	Head teacher	Day	4.0	12.0	1.0	17.0	5.0	12.0
2011	418	Isingiro	Head teacher	Day	1.0	4.0		5.0		
2011	418	Isingiro	Head teacher	Day	4.0	3.0	0.0	7.0	0.0	7.0
2011	418	Isingiro	Head teacher	Day	5.0	3.0		8.0		
2011	418	Isingiro	Head teacher	Day	6.0	4.0	0.0	10.0	2.0	8.0
2011	418	Isingiro	Deputy headteacher	Day	6.0	2.0	0.0	8.0	9.0	-1.0
2011	418	Isingiro	Head teacher	Day	7.0	0.0	0.0	7.0	6.0	1.0
2011	418	Isingiro	Head teacher	Day	6.0	5.0	0.0	11.0	12.0	-1.0
2011	418	Isingiro	Head teacher	Day	8.0	4.0	1.0	13.0	13.0	0.0
2011	418	Isingiro	Head teacher	Day	4.0	1.0	0.0	5.0	2.0	3.0
2011	418	Isingiro	Head teacher	Day	5.0	2.0		7.0		
2011	418	Isingiro	Head teacher	Both	5.0	4.0	0.0	9.0	0.0	9.0
2011	418	Isingiro	Head teacher	Day	4.0	3.0	0.0	7.0	23.0	-16.0
2011	418	Isingiro	Head teacher	Day	6.0	1.0		7.0		
2011	418	Isingiro	Deputy headteacher	Day	4.0	4.0	0.0	8.0	5.0	3.0
2011	419	Kiruhura	Head teacher	Day	8.0	2.0		10.0		
2011	419	Kiruhura	Head teacher	Day	7.0	1.0	0.0	8.0		
2011	419	Kiruhura	Deputy headteacher	Day	7.0	1.0		8.0		
2011	419	Kiruhura	Head teacher	Both	8.0	5.0		13.0		
2011	419	Kiruhura	Head teacher		5.0	3.0		8.0		
2011	419	Kiruhura	Head teacher	Day	14.0	7.0	4.0	25.0		
2011	419	Kiruhura	Head teacher	Day	7.0	6.0	0.0	13.0		
2011	419	Kiruhura	Head teacher	Both	4.0	4.0	1.0	9.0	10.0	-1.0
2011	419	Kiruhura	Head teacher	Both	8.0	5.0		13.0		
2011	419	Kiruhura	Deputy headteacher	Both	8.0	5.0		13.0		
2011	419	Kiruhura	Head teacher	Day	4.0	4.0	0.0	8.0	5.0	3.0
2011	419	Kiruhura	Head teacher	Day	8.0	5.0		13.0	13.0	0.0
2011	419	Kiruhura	Head teacher	Day	4.0	4.0		8.0		
2011	419	Kiruhura	Head teacher	Day	7.0	4.0		11.0		
2011	419	Kiruhura	Deputy headteacher	Day	4.0	4.0		8.0		
2011	419	Kiruhura	Head teacher	Day	10.0	3.0		13.0		
2011	419	Kiruhura	Deputy headteacher	Day	3.0	4.0		7.0		
2011	419	Kiruhura	Head teacher	Day	7.0	1.0		8.0		
2011	419	Kiruhura	Head teacher	Day	6.0	4.0	0.0	10.0	0.0	10.0
2011	419	Kiruhura	Head teacher	Day	7.0	1.0		8.0		
2011	419	Kiruhura	Head teacher	Both	7.0	4.0		11.0		
2011	419	Kiruhura	Head teacher	Day	7.0	1.0		8.0		
2011	419	Kiruhura	Head teacher	Day	6.0	2.0		8.0		
2011	419	Kiruhura	Head teacher	Day	5.0	1.0		6.0		
2011	419	Kiruhura	Head teacher	Day	5.0	3.0		8.0		
2011	419	Kiruhura	Deputy headteacher	Day	3.0	2.0		5.0		
2011	419	Kiruhura	Head teacher	Day	3.0	3.0		6.0		
2011	419	Kiruhura	Head teacher	Day	6.0	3.0		9.0		
2011	419	Kiruhura	Head teacher	Day	3.0	2.0		5.0		
2012	101	Kalangala	Headteacher	Both	6.0	4.0		10.0	0.0	10.0
2012	101	Kalangala	Headteacher	Day	3.0	0.0		3.0	2.0	1.0
2012	101	Kalangala	Deputy HM	Day	3.0	2.0		5.0	3.0	2.0
2012	101	Kalangala	Headteacher	Day	2.0	0.0		2.0	0.0	2.0
2012	101	Kalangala	Headteacher	Day	2.0	6.0		8.0	2.0	6.0
2012	101	Kalangala	Headteacher	Day	4.0	3.0		7.0	0.0	7.0
2012	101	Kalangala	Headteacher	Day	2.0	5.0		7.0	0.0	7.0
2012	101	Kalangala	Headteacher	Both	4.0	8.0		12.0	0.0	12.0
2012	101	Kalangala	Headteacher	Both	3.0	3.0		6.0	0.0	6.0
2012	101	Kalangala	Headteacher	Day	3.0	3.0		6.0	1.0	5.0
2012	101	Kalangala	Headteacher	Day	5.0	3.0		8.0	45.0	-37.0
2012	101	Kalangala	Headteacher	Day	5.0	4.0		9.0	4.0	5.0
2012	101	Kalangala	Headteacher	Day	4.0	3.0		7.0	0.0	7.0
2012	101	Kalangala	Headteacher	Day	3.0	1.0		4.0	16.0	-12.0
2012	101	Kalangala	Headteacher	Day	1.0	2.0		3.0	5.0	-2.0
2012	101	Kalangala	Headteacher	Day	4.0	5.0		9.0	2.0	7.0
2012	101	Kalangala	Headteacher	Day	3.0	1.0		4.0	16.0	-12.0
2012	102	Kampala	Senior teacher	Day	8.0	19.0		27.0	5.0	22.0
2012	102	Kampala	Deputy HM	Day	7.0	12.0		19.0	0.0	19.0
